,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,Label
0,68.41870824053453,876.953125,204.20199756747454,73.93265399259579,379.66392245039117,1.0,1.0,164.0625,245.49709968726947,47.091513854232026,36319.41882075777,5.213191923436267,1
1,107.60070052539405,557.6171875,99.71941685132323,84.7655249935406,193.9798284052365,1.0,1.0,78.125,132.12777947315598,35.39655525799003,14692.814927327403,3.7327863830289223,1
2,107.91569086651053,555.9895833333334,187.7801003898724,91.796875,376.5937000819401,1.0,1.0,183.59375,258.2597032849304,64.91019280423387,52664.67634658947,3.9787234042553177,1
3,103.78378378378379,578.125,145.60936577824845,35.15625,291.19253221934196,1.0,1.0,142.578125,24.859222776089553,2.762135864009963,215.71604829641913,8.99999999999996,1
4,72.11267605633803,832.03125,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,126.68041237113403,473.6328125,136.70131027163006,88.63735638082036,206.21892521586736,1.0,1.0,74.21875,119.34501195835658,78.00555104557375,29246.887471716444,1.5299553731583893,1
6,66.87953555878084,897.1354166666666,68.1326846455788,0.0,156.25,1.0,1.0,27.34375,0.0,0.0,0.0,0.0,1
7,92.53012048192771,648.4375,85.75975937539121,82.03125,124.57202124298418,0.5,0.5,11.71875,58.00485314420898,66.29126073623883,12080.098704599424,0.8750000000000001,0
8,67.66519823788546,886.71875,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,108.16901408450704,554.6875,38.66990209613932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,78.66837387964148,762.6953125,82.04868676287097,48.82378452930384,147.6300682255171,1.0,1.0,58.59375,94.99855798887305,26.90622177053625,8030.075030889594,3.5307282753798432,1
11,105.49450549450549,568.75,161.50536949278188,190.8548938726401,278.01003812601465,1.0,0.5,35.15625,190.37083425491446,85.1207414141611,50907.95874952589,2.2364799823423933,0
12,85.33333333333333,703.125,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,121.18343195266272,495.1171875,127.03948384869551,41.6259566748588,243.17255988332306,1.0,1.0,111.328125,159.4135046760163,21.904432084974914,10970.008906941219,7.277682619553698,1
14,90.53045186640472,662.7604166666666,128.78124199560492,126.953125,205.90421416317892,1.0,0.5,35.15625,114.62863835641296,89.76941558032343,32327.44668219935,1.2769230769230766,0
15,102.4,585.9375,172.73842077464627,48.828125,84.00708268596316,0.5,0.5,68.359375,34.52669830012439,48.33737762017415,5243.0983960935,0.7142857142857142,0
16,115.27204502814259,520.5078125,191.67262634742073,70.3125,126.75766202803088,1.0,0.5,105.46875,49.71844555217912,74.57766832826866,11648.666608006584,0.6666666666666669,0
17,110.37125748502994,543.6197916666666,108.12192977436945,84.91580158824976,168.30453355636325,0.8,0.8,83.984375,118.59313240945909,102.55821993659261,38210.25071648596,1.156349364124886,1
18,99.3103448275862,604.1666666666666,52.63380971720765,0.0,128.90625,1.0,1.0,62.5,0.0,0.0,0.0,0.0,1
19,98.08429118773947,611.71875,55.05457164827459,43.44331331940474,97.16674190494335,1.0,0.75,42.96875,66.12921879079518,23.058044830307793,4790.333438123153,2.867945624941889,1
20,117.25190839694656,511.71875,194.8692887900545,130.859375,369.64148395459654,1.0,1.0,214.84375,244.44902396488067,92.53155144433339,71060.4615763118,2.6417910447761184,1
21,101.38613861386139,591.796875,44.921875,0.0,89.84375,1.0,1.0,44.921875,0.0,0.0,0.0,0.0,1
22,89.09512761020882,673.4375,141.37387405608223,143.23212591639924,182.61457635165314,0.75,0.5,27.34375,109.97498661361165,100.51480342719574,34727.52384132066,1.0941173127127293,0
23,115.48872180451127,519.53125,100.80849922315578,0.0,246.09375,1.0,1.0,105.46875,0.0,0.0,0.0,0.0,1
24,125.46091015169195,478.23660714285717,70.27706022960342,34.08500029351153,61.701441402075446,0.8333333333333334,0.3333333333333333,54.6875,40.89920232689829,82.03770849244779,10540.913065233552,0.4985415009570066,0
25,96.30094043887148,623.046875,1.953125,0.0,3.90625,0.0,0.0,1.953125,0.0,0.0,0.0,0.0,0
26,100.72131147540983,595.703125,73.31376710595102,49.513420161019646,149.08712017153482,1.0,1.0,41.015625,105.35616418826795,54.8886429905156,18167.380700331087,1.919452885845125,1
27,103.26050420168067,581.0546875,106.45427141197985,85.12478712854767,192.96769567863123,1.0,1.0,41.015625,136.37108573731314,73.57634997180558,31521.756520154864,1.8534635897210239,1
28,93.75381485249237,639.9739583333334,129.17066998584477,67.23290616859425,161.5318213135573,1.0,1.0,105.46875,106.6542173114242,133.91773579678497,44871.026366040416,0.7964159241257476,1
29,112.39024390243904,533.8541666666666,95.00748097372238,75.80943419192627,154.28451295415235,1.0,0.8,78.125,108.7369783870694,49.82880849719365,17021.88435795017,2.182211087652105,1
